DESA,KECAMATAN,PRED_IKS_2045,PRED_IKE_2045,PRED_IKL_2045,PRED_IDM_2045,PRED_STATUS_2045
NGROTO,PUJON,0.9676333333332812,0.9666999999999988,0.9999999999999949,0.9781111111110916,MANDIRI
NGABAB,PUJON,0.937133333333291,0.766699999999997,0.8222333333331892,0.8420222222221591,MANDIRI
TAWANGSARI,PUJON,0.7752333333332344,0.6888999999998578,0.9999999999999949,0.8213777777776956,MANDIRI
MADIREDO,PUJON,0.899033333333282,0.8999999999999986,0.9999999999999949,0.9330111111110918,MANDIRI
WIYUREJO,PUJON,0.8571333333332927,0.6944333333332594,0.8222333333331892,0.7912666666665804,MAJU
DAWUHAN,PONCOKUSUMO,0.8647999999999857,0.5832999999999987,0.7333666666662425,0.727155555555409,MAJU
SUMBEREJO,PONCOKUSUMO,0.7199999999999971,0.5666999999999991,0.9111333333330472,0.7326111111110145,MAJU
PANDANSARI,PONCOKUSUMO,0.7942999999999969,0.5832999999999987,0.9999999999999949,0.7925333333333301,MAJU
NGADIRESO,PONCOKUSUMO,0.8647333333332827,0.6166666666665596,0.8666999999999966,0.7826999999999463,MAJU
WONOREJO,PONCOKUSUMO,0.8723999999999378,0.6666333333328053,0.9332999999999977,0.8241111111109136,MANDIRI
KARANGNONGKO,PONCOKUSUMO,0.8019333333332453,0.6833666666665598,0.8888999999998543,0.7913999999998865,MAJU
KARANGANYAR,PONCOKUSUMO,0.9313999999999959,0.7832999999999991,0.7555666666661025,0.8234222222220325,MANDIRI
JAMBESARI,PONCOKUSUMO,0.8247333333332795,0.6999999999999977,0.7999999999999992,0.7749111111110922,MAJU
NGEBRUK,PONCOKUSUMO,0.75619999999995,0.6166999999999985,0.7333666666662425,0.7020888888887303,BERKEMBANG
PAJARAN,PONCOKUSUMO,0.8018999999999825,0.6222333333332966,0.8888999999998543,0.7710111111110445,MAJU
ARGOSUKO,PONCOKUSUMO,0.8570999999999976,0.6666999999999972,0.9555333333331878,0.8264444444443941,MANDIRI
WONOMULYO,PONCOKUSUMO,0.8780999999997914,0.9555333333331878,0.7333666666662425,0.8556666666664072,MANDIRI
BELUNG,PONCOKUSUMO,0.8724000000000092,0.7832999999999991,0.8888999999998543,0.8481999999999542,MANDIRI
WRINGINANOM,PONCOKUSUMO,0.8628999999999959,0.733299999999997,0.7999999999999992,0.7987333333333307,MAJU
PONCOKUSUMO,PONCOKUSUMO,0.8304666666664705,0.64443333333326,0.9555333333331878,0.8101444444443061,MANDIRI
GUBUGKLAKAH,PONCOKUSUMO,0.8647333333332449,0.7055333333331898,0.8888999999998543,0.8197222222220963,MANDIRI
NGADAS,PONCOKUSUMO,0.6590333333332816,0.677799999999926,0.9111333333330472,0.749322222222085,MAJU
PERMANU,PAKISAJI,0.859033333333282,0.6832999999999984,0.6666999999999972,0.7363444444444257,MAJU
KARANGPANDAN,PAKISAJI,0.9104999999999468,0.8499999999999993,0.5999999999999983,0.7868333333333148,MAJU
GLANGGANG,PAKISAJI,0.8475999999999849,0.5666999999999991,0.5999999999999983,0.6714333333333274,BERKEMBANG
WONOKERSO,PAKISAJI,0.8800333333332562,0.7999999999999992,0.5332999999999981,0.7377777777777511,MAJU
KARANGDUREN,PAKISAJI,0.899033333333282,0.7610999999999257,0.733299999999997,0.7978111111110682,MAJU
SUTOJAYAN,PAKISAJI,0.7790333333332818,0.6722333333331891,0.6666999999999972,0.7059888888888226,BERKEMBANG
PAKISAJI,PAKISAJI,0.8628999999999959,0.9499999999999987,0.6222333333331899,0.8117111111110615,MANDIRI
JATISARI,PAKISAJI,0.8438000000000084,0.6999999999999977,0.6666999999999972,0.7368333333333345,MAJU
WADUNG,PAKISAJI,0.7504999999999482,0.655533333333192,0.6666999999999972,0.6909111111110459,BERKEMBANG
GENENGAN,PAKISAJI,0.9028333333332208,0.8222333333332957,0.5999999999999983,0.7750222222221717,MAJU
KENDALPAYAK,PAKISAJI,0.9390333333333198,0.811099999999928,0.5777666666668052,0.7759666666666843,MAJU
KEBONAGUNG,PAKISAJI,0.8933000000000203,0.9055666666667321,0.5777666666663842,0.7922111111110456,MAJU
KEDUNGREJO,PAKIS,0.859033333333282,0.6499999999999989,0.7999999999999992,0.7696777777777601,MAJU
BANJAREJO,PAKIS,0.868599999999998,0.7555333333331903,0.8666999999999966,0.8302777777777283,MANDIRI
PUCANGSONGO,PAKIS,0.7942999999999969,0.5555333333331913,0.6666999999999972,0.6721777777777285,BERKEMBANG
SUKOANYAR,PAKIS,0.8038000000000461,0.6332999999999991,0.9999999999999949,0.81236666666668,MANDIRI
SUMBERPASIR,PAKIS,0.8799999999999613,0.6999999999999977,0.5777666666663842,0.7192555555554477,MAJU
PAKISKEMBAR,PAKIS,0.8570999999999976,0.6999999999999977,0.5332999999999981,0.6967999999999979,BERKEMBANG
SUMBERKRADENAN,PAKIS,0.7599999999999973,0.7166999999999979,0.5999999999999983,0.6922333333333311,BERKEMBANG
AMPELDENTO,PAKIS,0.8952666666667098,0.733299999999997,0.6666999999999972,0.7650888888889013,MAJU
SEKARPURO,PAKIS,0.868599999999998,0.8499999999999993,0.6444666666668054,0.7876888888889342,MAJU
MANGLIAWAN,PAKIS,0.8571333333332927,0.7666333333331193,0.7999999999999992,0.8079222222221372,MAJU
TIRTOMOYO,PAKIS,0.859033333333282,0.6832999999999984,0.6666999999999972,0.7363444444444257,MAJU
SAPTORENGGO,PAKIS,0.8285666666667006,0.8499999999999993,0.6666999999999972,0.7817555555555659,MAJU
ASRIKATON,PAKIS,0.868599999999998,0.8666999999999966,0.6666999999999972,0.8006666666666641,MAJU
BUNUT WETAN,PAKIS,0.8666666666667469,0.7832999999999991,0.6666999999999972,0.7722222222222476,MAJU
PAKISJAJAR,PAKIS,0.8818999999999844,0.8944666666668035,0.4666999999999999,0.7476888888889293,MAJU
CLUMPRIT,PAGELARAN,0.8266999999999708,0.7222333333332973,0.6666999999999972,0.7385444444444218,MAJU
SUWARU,PAGELARAN,0.8133333333332464,0.7999999999999992,0.7999999999999992,0.8044444444444149,MAJU
KADEMANGAN,PAGELARAN,0.8513999999999975,0.5499999999999983,0.8666999999999966,0.7560333333333308,MAJU
BALEARJO,PAGELARAN,0.7828999999999974,0.6832999999999984,0.5999999999999983,0.6887333333333313,BERKEMBANG
KANIGORO,PAGELARAN,0.7733666666667575,0.655533333333192,0.6666999999999972,0.6985333333333156,BERKEMBANG
BRONGKAL,PAGELARAN,0.7770999999999963,0.6999999999999977,0.6666999999999972,0.7145999999999971,MAJU
PAGELARAN,PAGELARAN,0.8342999999999957,0.7888999999998577,0.8666999999999966,0.8299666666666167,MANDIRI
BANJAREJO,PAGELARAN,0.8456999999999952,0.6832999999999984,0.8666999999999966,0.7985666666666634,MAJU
KARANGSUKO,PAGELARAN,0.8533333333332802,0.749999999999997,0.8666999999999966,0.8233444444444246,MANDIRI
SIDOREJO,PAGELARAN,0.8667000000000085,0.9166999999999965,0.8666999999999966,0.8833666666666672,MANDIRI
SUMBERMANJING KULON,PAGAK,0.8285999999999965,0.8832999999999955,0.6666999999999972,0.792866666666663,MAJU
PANDANREJO,PAGAK,0.7447333333332853,0.6166999999999985,0.6666999999999972,0.676044444444427,BERKEMBANG
SUMBERKERTO,PAGAK,0.7199999999999971,0.6332999999999991,0.6666999999999972,0.6733333333333311,BERKEMBANG
SEMPOL,PAGAK,0.8190333333332837,0.5166999999999989,0.6666999999999972,0.66747777777776,BERKEMBANG
PAGAK,PAGAK,0.803833333333271,0.7777999999999289,0.6444666666668054,0.742033333333335,MAJU
TLOGOREJO,PAGAK,0.7809666666666754,0.6222333333331899,0.6666999999999972,0.6899666666666208,BERKEMBANG
GAMPINGAN,PAGAK,0.8361666666665074,0.8388999999998578,0.5332999999999981,0.7361222222221211,MAJU
SUMBEREJO,PAGAK,0.7504666666665427,0.5555333333331913,0.5332999999999981,0.6130999999999107,BERKEMBANG
PAGERSARI,NGANTANG,0.8304666666665416,0.6277999999999287,0.9111333333330472,0.7897999999998392,MAJU
SIDODADI,NGANTANG,0.8475999999999849,0.8166999999999972,0.9111000000001369,0.8584666666667063,MANDIRI
BANJAREJO,NGANTANG,0.8113999999999988,0.6999999999999977,0.9111333333330472,0.8075111111110146,MAJU
PURWOREJO,NGANTANG,0.8095333333332675,0.7832999999999991,0.9332999999999977,0.8420444444444214,MANDIRI
NGANTRU,NGANTANG,0.8952333333332348,0.6555666666666293,0.9555333333331878,0.8354444444443506,MANDIRI
BANTUREJO,NGANTANG,0.9256999999999596,0.9555333333331878,0.9555333333331878,0.9455888888887783,MANDIRI
PANDANSARI,NGANTANG,0.7999999999999992,0.6999999999999977,0.9332999999999977,0.8110999999999983,MANDIRI
MULYOREJO,NGANTANG,0.855233333333306,0.7388666666666308,0.9111333333330472,0.8350777777776613,MANDIRI
SUMBERAGUNG,NGANTANG,0.8666333333332693,0.7999999999999992,0.9332999999999977,0.8666444444444221,MANDIRI
KAUMREJO,NGANTANG,0.937133333333291,0.9277999999999254,0.9111000000001369,0.9253444444444511,MANDIRI
TULUNGREJO,NGANTANG,0.839999999999996,0.6666999999999972,0.9332999999999977,0.8133333333333304,MANDIRI
WATUREJO,NGANTANG,0.897133333333258,0.8166999999999972,0.5332999999999981,0.7490444444444178,MAJU
JOMBOK,NGANTANG,0.9256999999999966,0.7333333333334342,0.9999999999999949,0.8863444444444752,MANDIRI
NGAJUM,NGAJUNG,0.8970999999999965,0.9499999999999987,0.6666999999999972,0.8379333333333309,MANDIRI
PALAAN,NGAJUNG,0.8285999999999965,0.6332999999999991,0.6222333333331899,0.6947111111110619,BERKEMBANG
NGASEM,NGAJUNG,0.8552000000000083,0.6666333333334356,0.6444333333326303,0.7220888888886914,MAJU
BANJARSARI,NGAJUNG,0.8799999999999978,0.6332999999999991,0.6666999999999972,0.7266666666666648,MAJU
KRANGGAN,NGAJUNG,0.7790333333330683,0.5222333333332972,0.7111333333330496,0.670799999999805,BERKEMBANG
KESAMBEN,NGAJUNG,0.8704333333332454,0.7610999999999257,0.6666999999999972,0.7660777777777227,MAJU
BABADAN,NGAJUNG,0.866699999999972,0.7222333333332973,0.5999999999999983,0.7296444444444226,MAJU
BALESARI,NGAJUNG,0.9638000000000088,0.7555666666667322,0.6666999999999972,0.7953555555555795,MAJU
MAGUAN,NGAJUNG,0.8570999999999976,0.6832999999999984,0.6666999999999972,0.7356999999999978,MAJU
SIDOLUHUR,LAWANG,0.7314333333331872,0.5832999999996828,0.82223333333361,0.7123222222221601,MAJU
SRIGADING,LAWANG,0.7352666666664598,0.6277999999999287,0.7999999999999992,0.7210222222221292,MAJU
SIDODADI,LAWANG,0.8494999999997913,0.6888666666666287,0.733299999999997,0.757222222222139,MAJU
BEDALI,LAWANG,0.8837999999997213,0.8166666666665584,0.6888999999998578,0.7964555555553791,MAJU
MULYOARJO,LAWANG,0.9428999999999974,0.7166999999999979,0.4666999999999999,0.7087666666666651,BERKEMBANG
SUMBERNGEPOH,LAWANG,0.7866999999999734,0.7999666666665588,0.7110999999992945,0.7659222222219423,MAJU
SUMBERPORONG,LAWANG,0.9390333333333198,0.8332999999999954,0.8666999999999966,0.8796777777777707,MANDIRI
TURIREJO,LAWANG,0.9256999999999966,0.8944333333332595,0.9999999999999949,0.940044444444417,MANDIRI
KETINDAN,LAWANG,0.9618999999999482,0.7166999999999979,0.9999999999999949,0.8928666666666469,MANDIRI
WONOREJO,LAWANG,0.8419000000000221,0.7222000000000663,0.82223333333361,0.7954444444445662,MAJU
SLOROK,KROMENGAN,0.8495333333332329,0.9499999999999987,0.8666999999999966,0.8887444444444094,MANDIRI
JATIKERTO,KROMENGAN,0.8876333333332824,0.8499999999999993,0.7999999999999992,0.8458777777777602,MANDIRI
NGADIREJO,KROMENGAN,0.7637999999997904,0.7388999999997534,0.8444333333330472,0.7823777777775304,MAJU
KROMENGAN,KROMENGAN,0.836199999999949,0.9166666666665606,0.7999999999999992,0.8509555555555028,MANDIRI
PENIWEN,KROMENGAN,0.7466333333332721,0.711099999999928,0.7999999999999992,0.752577777777733,MAJU
JAMBUWER,KROMENGAN,0.7790333333330683,0.6832999999996822,0.7999999999999992,0.7541111111109166,MAJU
KARANGREJO,KROMENGAN,0.7866666666662083,0.6388999999998577,0.7777666666668026,0.7344444444442896,MAJU
KEMIRI,KEPANJEN,0.8133000000000216,0.5332999999999981,0.8666999999999966,0.7377666666666721,MAJU
SENGGURUH,KEPANJEN,0.8457333333331868,0.749999999999997,0.8666999999999966,0.8208111111110602,MANDIRI
